"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","QGDP","TOT","PC_CHGPP","A","1976",6.81083,"E"
"NOR","QGDP","TOT","PC_CHGPP","A","1977",3.580593,"E"
"NOR","QGDP","TOT","PC_CHGPP","A","1978",4.870465,
"NOR","QGDP","TOT","PC_CHGPP","A","1979",4.372384,
"NOR","QGDP","TOT","PC_CHGPP","A","1980",4.564765,
"NOR","QGDP","TOT","PC_CHGPP","A","1981",1.598258,
"NOR","QGDP","TOT","PC_CHGPP","A","1982",0.23533,
"NOR","QGDP","TOT","PC_CHGPP","A","1983",3.972771,
"NOR","QGDP","TOT","PC_CHGPP","A","1984",6.052423,
"NOR","QGDP","TOT","PC_CHGPP","A","1985",5.553316,
"NOR","QGDP","TOT","PC_CHGPP","A","1986",4.042351,
"NOR","QGDP","TOT","PC_CHGPP","A","1987",1.753265,
"NOR","QGDP","TOT","PC_CHGPP","A","1988",-0.255272,
"NOR","QGDP","TOT","PC_CHGPP","A","1989",1.0383,
"NOR","QGDP","TOT","PC_CHGPP","A","1990",1.932414,
"NOR","QGDP","TOT","PC_CHGPP","A","1991",3.084702,
"NOR","QGDP","TOT","PC_CHGPP","A","1992",3.574496,
"NOR","QGDP","TOT","PC_CHGPP","A","1993",2.845264,
"NOR","QGDP","TOT","PC_CHGPP","A","1994",5.055412,
"NOR","QGDP","TOT","PC_CHGPP","A","1995",4.155463,
"NOR","QGDP","TOT","PC_CHGPP","A","1996",5.028001,
"NOR","QGDP","TOT","PC_CHGPP","A","1997",5.284585,
"NOR","QGDP","TOT","PC_CHGPP","A","1998",2.624434,
"NOR","QGDP","TOT","PC_CHGPP","A","1999",2.012848,
"NOR","QGDP","TOT","PC_CHGPP","A","2000",3.205004,
"NOR","QGDP","TOT","PC_CHGPP","A","2001",2.074766,
"NOR","QGDP","TOT","PC_CHGPP","A","2002",1.446292,
"NOR","QGDP","TOT","PC_CHGPP","A","2003",0.910079,
"NOR","QGDP","TOT","PC_CHGPP","A","2004",3.96941,
"NOR","QGDP","TOT","PC_CHGPP","A","2005",2.625425,
"NOR","QGDP","TOT","PC_CHGPP","A","2006",2.399845,
"NOR","QGDP","TOT","PC_CHGPP","A","2007",2.994239,
"NOR","QGDP","TOT","PC_CHGPP","A","2008",0.476384,
"NOR","QGDP","TOT","PC_CHGPP","A","2009",-1.72701,
"NOR","QGDP","TOT","PC_CHGPP","A","2010",0.701856,
"NOR","QGDP","TOT","PC_CHGPP","A","2011",0.981405,
"NOR","QGDP","TOT","PC_CHGPP","A","2012",2.703134,
"NOR","QGDP","TOT","PC_CHGPP","A","2013",1.034049,
"NOR","QGDP","TOT","PC_CHGPP","A","2014",1.969499,
"NOR","QGDP","TOT","PC_CHGPP","A","2015",1.96714,
"NOR","QGDP","TOT","PC_CHGPP","A","2016",1.07158,
"NOR","QGDP","TOT","PC_CHGPP","A","2017",2.323292,
"NOR","QGDP","TOT","PC_CHGPP","A","2018",1.289501,
"NOR","QGDP","TOT","PC_CHGPP","A","2019",1.154746,
"IDN","QGDP","TOT","PC_CHGPY","Q","1991-Q1",8.616999,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1991-Q2",8.713169,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1991-Q3",9.073365,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1991-Q4",9.289915,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1992-Q1",6.67543,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1992-Q2",5.359245,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1992-Q3",7.572696,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1992-Q4",6.480098,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1993-Q1",7.354961,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1993-Q2",7.201841,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1993-Q3",7.08875,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1993-Q4",10.112572,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1994-Q1",9.023426,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1994-Q2",10.743733,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1994-Q3",7.104173,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1994-Q4",3.589123,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1995-Q1",8.16387,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1995-Q2",7.422226,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1995-Q3",7.880303,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1995-Q4",9.413615,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1996-Q1",5.589274,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1996-Q2",6.809182,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1996-Q3",8.387168,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1996-Q4",10.394192,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1997-Q1",7.204073,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1997-Q2",5.223161,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1997-Q3",5.222107,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1997-Q4",1.389964,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1998-Q1",-4.879445,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1998-Q2",-13.46892,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1998-Q3",-16.004716,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1998-Q4",-17.928765,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1999-Q1",-6.407874,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1999-Q2",1.497007,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1999-Q3",2.921313,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","1999-Q4",5.991807,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2000-Q1",3.483446,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2000-Q2",2.945097,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2000-Q3",5.165718,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2000-Q4",8.074009,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2001-Q1",4.029584,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2001-Q2",5.701399,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2001-Q3",3.208736,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2001-Q4",1.744699,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2002-Q1",3.724201,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2002-Q2",3.993755,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2002-Q3",5.306709,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2002-Q4",4.958619,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2003-Q1",5.047812,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2003-Q2",4.890617,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2003-Q3",4.646273,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2003-Q4",4.54743,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2004-Q1",4.41314,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2004-Q2",4.477196,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2004-Q3",4.65218,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2004-Q4",6.547038,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2005-Q1",6.163743,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2005-Q2",6.110556,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2005-Q3",5.990071,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2005-Q4",4.554142,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2006-Q1",5.083287,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2006-Q2",5.219989,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2006-Q3",5.750755,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2006-Q4",5.931368,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2007-Q1",6.250393,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2007-Q2",6.659454,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2007-Q3",6.622368,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2007-Q4",5.857953,"E"
"IDN","QGDP","TOT","PC_CHGPY","Q","2008-Q1",6.450018,
"IDN","QGDP","TOT","PC_CHGPY","Q","2008-Q2",6.274569,
"IDN","QGDP","TOT","PC_CHGPY","Q","2008-Q3",6.055842,
"IDN","QGDP","TOT","PC_CHGPY","Q","2008-Q4",5.298438,
"IDN","QGDP","TOT","PC_CHGPY","Q","2009-Q1",4.436161,
"IDN","QGDP","TOT","PC_CHGPY","Q","2009-Q2",4.202852,
"IDN","QGDP","TOT","PC_CHGPY","Q","2009-Q3",4.389355,
"IDN","QGDP","TOT","PC_CHGPY","Q","2009-Q4",5.762976,
"IDN","QGDP","TOT","PC_CHGPY","Q","2010-Q1",6.051362,
"IDN","QGDP","TOT","PC_CHGPY","Q","2010-Q2",6.467426,
"IDN","QGDP","TOT","PC_CHGPY","Q","2010-Q3",6.417263,
"IDN","QGDP","TOT","PC_CHGPY","Q","2010-Q4",6.564079,
"IDN","QGDP","TOT","PC_CHGPY","Q","2011-Q1",6.369991,
"IDN","QGDP","TOT","PC_CHGPY","Q","2011-Q2",6.145856,
"IDN","QGDP","TOT","PC_CHGPY","Q","2011-Q3",6.158397,
"IDN","QGDP","TOT","PC_CHGPY","Q","2011-Q4",6.01325,
"IDN","QGDP","TOT","PC_CHGPY","Q","2012-Q1",6.080623,
"IDN","QGDP","TOT","PC_CHGPY","Q","2012-Q2",6.121151,
"IDN","QGDP","TOT","PC_CHGPY","Q","2012-Q3",6.004033,
"IDN","QGDP","TOT","PC_CHGPY","Q","2012-Q4",5.918851,
"IDN","QGDP","TOT","PC_CHGPY","Q","2013-Q1",5.799655,
"IDN","QGDP","TOT","PC_CHGPY","Q","2013-Q2",5.576877,
"IDN","QGDP","TOT","PC_CHGPY","Q","2013-Q3",5.489316,
"IDN","QGDP","TOT","PC_CHGPY","Q","2013-Q4",5.372896,
"IDN","QGDP","TOT","PC_CHGPY","Q","2014-Q1",5.145431,
"IDN","QGDP","TOT","PC_CHGPY","Q","2014-Q2",5.111266,
"IDN","QGDP","TOT","PC_CHGPY","Q","2014-Q3",4.95355,
"IDN","QGDP","TOT","PC_CHGPY","Q","2014-Q4",4.823648,
"IDN","QGDP","TOT","PC_CHGPY","Q","2015-Q1",4.870069,
"IDN","QGDP","TOT","PC_CHGPY","Q","2015-Q2",4.776296,
"IDN","QGDP","TOT","PC_CHGPY","Q","2015-Q3",4.854153,
"IDN","QGDP","TOT","PC_CHGPY","Q","2015-Q4",5.00203,
"IDN","QGDP","TOT","PC_CHGPY","Q","2016-Q1",4.980581,
"IDN","QGDP","TOT","PC_CHGPY","Q","2016-Q2",5.087415,
"IDN","QGDP","TOT","PC_CHGPY","Q","2016-Q3",5.075556,
"IDN","QGDP","TOT","PC_CHGPY","Q","2016-Q4",4.988726,
"IDN","QGDP","TOT","PC_CHGPY","Q","2017-Q1",5.039682,
"IDN","QGDP","TOT","PC_CHGPY","Q","2017-Q2",5.03253,
"IDN","QGDP","TOT","PC_CHGPY","Q","2017-Q3",5.06379,
"IDN","QGDP","TOT","PC_CHGPY","Q","2017-Q4",5.141095,
"IDN","QGDP","TOT","PC_CHGPY","Q","2018-Q1",5.17501,
"IDN","QGDP","TOT","PC_CHGPY","Q","2018-Q2",5.170567,
"IDN","QGDP","TOT","PC_CHGPY","Q","2018-Q3",5.177295,
"IDN","QGDP","TOT","PC_CHGPY","Q","2018-Q4",5.156264,
"IDN","QGDP","TOT","PC_CHGPY","Q","2019-Q1",5.07334,
"IDN","QGDP","TOT","PC_CHGPY","Q","2019-Q2",5.076799,
"IDN","QGDP","TOT","PC_CHGPY","Q","2019-Q3",5.014967,
"IDN","QGDP","TOT","PC_CHGPY","Q","2019-Q4",4.936708,
"IDN","QGDP","TOT","PC_CHGPY","Q","2020-Q1",2.971975,
"IDN","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-5.36783,
"LVA","QGDP","TOT","PC_CHGPY","Q","1996-Q1",-0.643368,
"LVA","QGDP","TOT","PC_CHGPY","Q","1996-Q2",-1.160696,
"LVA","QGDP","TOT","PC_CHGPY","Q","1996-Q3",3.416957,
"LVA","QGDP","TOT","PC_CHGPY","Q","1996-Q4",8.732119,
"LVA","QGDP","TOT","PC_CHGPY","Q","1997-Q1",7.857967,
"LVA","QGDP","TOT","PC_CHGPY","Q","1997-Q2",12.738867,
"LVA","QGDP","TOT","PC_CHGPY","Q","1997-Q3",10.763221,
"LVA","QGDP","TOT","PC_CHGPY","Q","1997-Q4",5.254133,
"LVA","QGDP","TOT","PC_CHGPY","Q","1998-Q1",12.510712,
"LVA","QGDP","TOT","PC_CHGPY","Q","1998-Q2",7.503474,
"LVA","QGDP","TOT","PC_CHGPY","Q","1998-Q3",4.619094,
"LVA","QGDP","TOT","PC_CHGPY","Q","1998-Q4",1.306489,
"LVA","QGDP","TOT","PC_CHGPY","Q","1999-Q1",-0.48816,
"LVA","QGDP","TOT","PC_CHGPY","Q","1999-Q2",-1.278323,
"LVA","QGDP","TOT","PC_CHGPY","Q","1999-Q3",2.845876,
"LVA","QGDP","TOT","PC_CHGPY","Q","1999-Q4",8.783792,
"LVA","QGDP","TOT","PC_CHGPY","Q","2000-Q1",6.237394,
"LVA","QGDP","TOT","PC_CHGPY","Q","2000-Q2",7.806827,
"LVA","QGDP","TOT","PC_CHGPY","Q","2000-Q3",7.003816,
"LVA","QGDP","TOT","PC_CHGPY","Q","2000-Q4",2.084378,
"LVA","QGDP","TOT","PC_CHGPY","Q","2001-Q1",3.908027,
"LVA","QGDP","TOT","PC_CHGPY","Q","2001-Q2",9.107645,
"LVA","QGDP","TOT","PC_CHGPY","Q","2001-Q3",3.439729,
"LVA","QGDP","TOT","PC_CHGPY","Q","2001-Q4",8.093932,
"LVA","QGDP","TOT","PC_CHGPY","Q","2002-Q1",5.74545,
"LVA","QGDP","TOT","PC_CHGPY","Q","2002-Q2",4.772869,
"LVA","QGDP","TOT","PC_CHGPY","Q","2002-Q3",8.718562,
"LVA","QGDP","TOT","PC_CHGPY","Q","2002-Q4",9.303748,
"LVA","QGDP","TOT","PC_CHGPY","Q","2003-Q1",10.29838,
"LVA","QGDP","TOT","PC_CHGPY","Q","2003-Q2",8.170529,
"LVA","QGDP","TOT","PC_CHGPY","Q","2003-Q3",9.619894,
"LVA","QGDP","TOT","PC_CHGPY","Q","2003-Q4",6.622782,
"LVA","QGDP","TOT","PC_CHGPY","Q","2004-Q1",9.662685,
"LVA","QGDP","TOT","PC_CHGPY","Q","2004-Q2",8.236514,
"LVA","QGDP","TOT","PC_CHGPY","Q","2004-Q3",6.576937,
"LVA","QGDP","TOT","PC_CHGPY","Q","2004-Q4",7.994165,
"LVA","QGDP","TOT","PC_CHGPY","Q","2005-Q1",6.833703,
"LVA","QGDP","TOT","PC_CHGPY","Q","2005-Q2",8.130631,
"LVA","QGDP","TOT","PC_CHGPY","Q","2005-Q3",12.833839,
"LVA","QGDP","TOT","PC_CHGPY","Q","2005-Q4",14.234781,
"LVA","QGDP","TOT","PC_CHGPY","Q","2006-Q1",10.714856,
"LVA","QGDP","TOT","PC_CHGPY","Q","2006-Q2",13.307824,
"LVA","QGDP","TOT","PC_CHGPY","Q","2006-Q3",11.601083,
"LVA","QGDP","TOT","PC_CHGPY","Q","2006-Q4",12.415005,
"LVA","QGDP","TOT","PC_CHGPY","Q","2007-Q1",15.210144,
"LVA","QGDP","TOT","PC_CHGPY","Q","2007-Q2",12.088527,
"LVA","QGDP","TOT","PC_CHGPY","Q","2007-Q3",10.504217,
"LVA","QGDP","TOT","PC_CHGPY","Q","2007-Q4",4.496537,
"LVA","QGDP","TOT","PC_CHGPY","Q","2008-Q1",4.577336,
"LVA","QGDP","TOT","PC_CHGPY","Q","2008-Q2",-1.16058,
"LVA","QGDP","TOT","PC_CHGPY","Q","2008-Q3",-6.843977,
"LVA","QGDP","TOT","PC_CHGPY","Q","2008-Q4",-7.973418,
"LVA","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-13.077938,
"LVA","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-14.953999,
"LVA","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-15.714451,
"LVA","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-13.361575,
"LVA","QGDP","TOT","PC_CHGPY","Q","2010-Q1",-10.630107,
"LVA","QGDP","TOT","PC_CHGPY","Q","2010-Q2",-5.980639,
"LVA","QGDP","TOT","PC_CHGPY","Q","2010-Q3",-1.595788,
"LVA","QGDP","TOT","PC_CHGPY","Q","2010-Q4",-0.626298,
"LVA","QGDP","TOT","PC_CHGPY","Q","2011-Q1",1.599207,
"LVA","QGDP","TOT","PC_CHGPY","Q","2011-Q2",6.01177,
"LVA","QGDP","TOT","PC_CHGPY","Q","2011-Q3",8.755007,
"LVA","QGDP","TOT","PC_CHGPY","Q","2011-Q4",7.660409,
"LVA","QGDP","TOT","PC_CHGPY","Q","2012-Q1",7.977681,
"LVA","QGDP","TOT","PC_CHGPY","Q","2012-Q2",3.968208,
"LVA","QGDP","TOT","PC_CHGPY","Q","2012-Q3",2.957943,
"LVA","QGDP","TOT","PC_CHGPY","Q","2012-Q4",3.024593,
"LVA","QGDP","TOT","PC_CHGPY","Q","2013-Q1",1.89988,
"LVA","QGDP","TOT","PC_CHGPY","Q","2013-Q2",2.275701,
"LVA","QGDP","TOT","PC_CHGPY","Q","2013-Q3",2.455441,
"LVA","QGDP","TOT","PC_CHGPY","Q","2013-Q4",2.919473,
"LVA","QGDP","TOT","PC_CHGPY","Q","2014-Q1",2.021293,
"LVA","QGDP","TOT","PC_CHGPY","Q","2014-Q2",2.563246,
"LVA","QGDP","TOT","PC_CHGPY","Q","2014-Q3",1.820759,
"LVA","QGDP","TOT","PC_CHGPY","Q","2014-Q4",1.738574,
"LVA","QGDP","TOT","PC_CHGPY","Q","2015-Q1",2.565706,
"LVA","QGDP","TOT","PC_CHGPY","Q","2015-Q2",3.401488,
"LVA","QGDP","TOT","PC_CHGPY","Q","2015-Q3",3.873806,
"LVA","QGDP","TOT","PC_CHGPY","Q","2015-Q4",2.741212,
"LVA","QGDP","TOT","PC_CHGPY","Q","2016-Q1",3.170765,
"LVA","QGDP","TOT","PC_CHGPY","Q","2016-Q2",1.063017,
"LVA","QGDP","TOT","PC_CHGPY","Q","2016-Q3",0.253852,
"LVA","QGDP","TOT","PC_CHGPY","Q","2016-Q4",1.993277,
"LVA","QGDP","TOT","PC_CHGPY","Q","2017-Q1",2.342864,
"LVA","QGDP","TOT","PC_CHGPY","Q","2017-Q2",4.148545,
"LVA","QGDP","TOT","PC_CHGPY","Q","2017-Q3",4.647759,
"LVA","QGDP","TOT","PC_CHGPY","Q","2017-Q4",3.876159,
"LVA","QGDP","TOT","PC_CHGPY","Q","2018-Q1",3.805502,
"LVA","QGDP","TOT","PC_CHGPY","Q","2018-Q2",4.016205,
"LVA","QGDP","TOT","PC_CHGPY","Q","2018-Q3",4.814405,
"LVA","QGDP","TOT","PC_CHGPY","Q","2018-Q4",5.275215,
"LVA","QGDP","TOT","PC_CHGPY","Q","2019-Q1",3.301795,
"LVA","QGDP","TOT","PC_CHGPY","Q","2019-Q2",2.677606,
"LVA","QGDP","TOT","PC_CHGPY","Q","2019-Q3",1.846767,
"LVA","QGDP","TOT","PC_CHGPY","Q","2019-Q4",0.954293,
"LVA","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-1.512994,
"AUS","QGDP","TOT","PC_CHGPP","Q","1960-Q2",2.767342,
"AUS","QGDP","TOT","PC_CHGPP","Q","1960-Q3",0.225656,
"AUS","QGDP","TOT","PC_CHGPP","Q","1960-Q4",-0.199631,
"AUS","QGDP","TOT","PC_CHGPP","Q","1961-Q1",0.300797,
"AUS","QGDP","TOT","PC_CHGPP","Q","1961-Q2",-1.097616,
"AUS","QGDP","TOT","PC_CHGPP","Q","1961-Q3",-0.715607,
"AUS","QGDP","TOT","PC_CHGPP","Q","1961-Q4",1.139175,
"AUS","QGDP","TOT","PC_CHGPP","Q","1962-Q1",2.8068,
"AUS","QGDP","TOT","PC_CHGPP","Q","1962-Q2",1.915084,
"AUS","QGDP","TOT","PC_CHGPP","Q","1962-Q3",0.809857,
"AUS","QGDP","TOT","PC_CHGPP","Q","1962-Q4",1.795389,
"AUS","QGDP","TOT","PC_CHGPP","Q","1963-Q1",2.308567,
"AUS","QGDP","TOT","PC_CHGPP","Q","1963-Q2",-1.302552,
"AUS","QGDP","TOT","PC_CHGPP","Q","1963-Q3",4.103855,
"AUS","QGDP","TOT","PC_CHGPP","Q","1963-Q4",2.142695,
"AUS","QGDP","TOT","PC_CHGPP","Q","1964-Q1",-0.159554,
"AUS","QGDP","TOT","PC_CHGPP","Q","1964-Q2",2.467874,
"AUS","QGDP","TOT","PC_CHGPP","Q","1964-Q3",0.620006,
"AUS","QGDP","TOT","PC_CHGPP","Q","1964-Q4",2.843349,
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q1",0.83881,
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q2",1.568109,
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q3",-0.291893,
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q4",0.24194,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q1",-0.288421,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q2",1.370029,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q3",2.827193,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q4",0.654855,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q1",3.902411,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q2",-0.140997,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q3",1.880017,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q4",0.867553,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q1",-0.890384,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q2",3.850058,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q3",1.321266,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q4",3.728487,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q1",-0.69309,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q2",1.981993,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.654125,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q4",2.304322,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q1",2.077695,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q2",2.012149,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q3",-0.207915,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q4",0.477922,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q1",1.208676,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q2",0.432227,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q3",3.142308,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q4",-0.322701,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q1",-1.213176,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.239431,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q3",-0.507527,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.054008,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q1",2.582254,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q2",0.192157,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q3",1.004803,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q4",2.494035,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q1",0.019331,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q2",-2.017331,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.200799,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q4",0.094209,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q1",0.395956,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q2",3.15758,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q3",-1.095259,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q4",-1.515332,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q1",4.422907,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q2",0.308098,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.810879,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.872148,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q1",-0.544439,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q2",1.418278,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q3",-0.42672,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q4",-0.312765,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.705176,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.820065,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.516851,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q4",0.829778,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q1",2.736634,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q2",-1.602057,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.92893,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.92967,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.449385,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q2",0.259116,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q3",0.526593,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q4",1.72314,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q1",0.386221,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q2",1.551089,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q3",2.009943,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.400063,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q1",-0.810535,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.904876,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.667996,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q4",-1.583176,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q1",-1.004232,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q2",-0.189782,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q3",2.789883,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q4",1.664834,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q1",2.510425,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q2",1.128777,
